backdoor,ddos,dos,injection,mitm,normal,password,ransomware,scanning,xss
0.00069561764,4.8701254e-06,0.0008288037,0.0027115576,0.9894252,7.7328965e-05,6.771452e-05,8.276386e-06,0.0001925319,0.0059880354
0.00201033,8.623329e-06,0.0016598492,0.0067327,0.97347236,9.696668e-05,0.00010615008,9.755555e-06,0.00049018604,0.015413142
0.0021921853,1.1546056e-05,0.002108035,0.0073337997,0.96610916,0.0001359364,0.00013101418,1.3611587e-05,0.0004589961,0.021505771
0.00056588557,7.023893e-06,0.0011749327,0.0019509663,0.98937654,9.28758e-05,9.574324e-05,1.8742498e-05,0.00011343321,0.006603773
0.00012362466,7.2619177e-06,0.0009315626,0.00061073096,0.9962154,1.36845565e-05,8.6948894e-05,5.421827e-05,2.7620297e-05,0.0019289341
0.00010332245,6.913933e-06,0.0010352465,0.0006130706,0.9955604,1.0727142e-05,0.00010349553,5.2531926e-05,6.7360015e-05,0.002446921
0.00014806761,3.955148e-06,0.0013923256,0.0010567267,0.9939075,1.4594015e-05,0.00012104766,2.2701775e-05,0.00010067305,0.0032324768
0.0005367523,3.3711606e-06,0.0022002403,0.0017734428,0.9891537,2.1376954e-05,0.00014162782,1.4143973e-05,0.00026126622,0.005894037
0.0016138435,3.902914e-06,0.0028654637,0.0016238671,0.9882664,8.82767e-06,9.470922e-05,2.007333e-05,0.0004741073,0.0050287507
0.002001305,8.290958e-06,0.0037630387,0.0021034179,0.9858861,1.25202505e-05,7.2265975e-05,1.836632e-05,0.00056179124,0.0055728867
0.0012299925,8.69761e-06,0.0013887791,0.0013437058,0.9924183,2.7930388e-05,0.00010319781,7.307866e-06,0.00046448168,0.0030075875
0.00044526425,1.0023737e-05,0.0005697803,0.0009296389,0.9956156,2.4075911e-05,0.0001544359,7.1033796e-06,0.00028343083,0.0019606235
9.998095e-05,7.5269013e-06,0.00066895364,0.0012709717,0.996269,2.4092999e-05,0.00030108422,8.165793e-06,8.1160324e-05,0.0012689945
2.8853032e-05,4.1684752e-06,0.00036387006,0.0018123704,0.9966299,2.5750109e-05,0.000639034,7.805999e-06,3.1476546e-05,0.00045678127
1.9279089e-05,4.3353893e-06,0.00025966993,0.0035083503,0.99453187,3.1932013e-05,0.0010023172,1.3077953e-05,2.5027919e-05,0.00060404354
1.2623471e-05,6.7165242e-06,0.000694013,0.013368102,0.9816598,9.4777766e-05,0.002881736,9.550713e-06,2.0407544e-05,0.0012523135
2.4385708e-05,3.6333442e-06,0.0012016055,0.010567088,0.9836322,0.00015766139,0.0032484075,3.9387255e-06,4.2828266e-05,0.0011182285
5.8118178e-05,2.784779e-06,0.0019628988,0.010844234,0.983461,0.00021325388,0.0020847027,3.9534984e-06,8.316697e-05,0.0012858594
0.00015903823,2.7807528e-06,0.0016243143,0.01134993,0.98358846,0.00018086164,0.0019184183,3.5601522e-06,0.00010087761,0.0010717623
0.00029808292,4.091243e-06,0.0008055042,0.011721796,0.9844424,0.00010186737,0.0020962704,2.008877e-06,8.056745e-05,0.0004473413
0.00050008245,5.770999e-05,0.00056101783,0.42709735,0.4752553,0.00031374543,0.09414943,2.5962477e-06,0.0001842726,0.001878491
7.083744e-05,4.7606653e-05,0.00013223907,0.80862033,0.026602423,8.85099e-05,0.16258883,1.8299128e-06,9.058941e-05,0.0017567489
4.751839e-05,4.027644e-05,0.00010224112,0.7859678,0.024857625,0.00012287905,0.1880028,1.833779e-06,5.710718e-05,0.0007998462
1.8450777e-05,3.7092806e-05,7.5887125e-05,0.75194687,0.010516676,0.00020280405,0.23650737,1.7887054e-06,4.8713184e-05,0.00064437627
6.513374e-06,2.3823795e-05,9.2861046e-05,0.3089131,0.0017337756,0.00016684904,0.6885255,4.0047453e-06,6.009476e-05,0.00047343347
4.89074e-06,1.29520095e-05,0.000105968866,0.12678784,0.00047173037,0.000112525835,0.8720836,4.085937e-06,8.889336e-05,0.00032752028
6.6866573e-06,8.433973e-06,7.423748e-05,0.08903742,0.00029355224,6.568432e-05,0.9101216,3.6320243e-06,0.000105127445,0.00028365495
7.1719337e-06,9.5535315e-06,6.859519e-05,0.10822216,0.00025408206,5.8290363e-05,0.8909684,3.747065e-06,9.401547e-05,0.00031403775
5.305961e-06,8.5598795e-06,5.0223443e-05,0.06174842,0.00013883294,6.1805535e-05,0.9376777,3.4015484e-06,7.700455e-05,0.00022882504
4.011493e-06,6.5022723e-06,4.1385534e-05,0.024023622,6.1922554e-05,6.205604e-05,0.9755881,3.065568e-06,5.846858e-05,0.00015084588
3.4086847e-06,2.6401753e-05,4.9074555e-05,0.015427842,2.0663614e-05,4.9859867e-05,0.9842503,5.213938e-06,6.0041566e-05,0.000107199616
2.60069e-06,0.000101140045,7.030845e-05,0.01665276,1.2144916e-05,4.481566e-05,0.98290515,6.2896406e-06,6.678494e-05,0.0001380372
1.3778108e-06,0.00019890867,0.00021813806,0.005420932,3.4117145e-06,9.876639e-05,0.9937761,1.6454347e-05,0.00015225152,0.00011371694
1.8512554e-06,0.0005132399,0.0014386985,0.0006753688,1.1292627e-06,0.00012933055,0.99551576,0.00014399177,0.0014468193,0.00013377232
5.5725764e-06,0.00027064604,0.0005486502,0.00032577448,1.5723507e-06,0.00010423275,0.99672014,0.00010460588,0.0018674294,5.1339244e-05
1.2328437e-05,0.00033632538,0.00031070682,0.00027286945,1.8112014e-06,0.00010515822,0.99611205,4.526778e-05,0.002751299,5.2179763e-05
1.23155705e-05,0.002007752,0.0007923277,0.0003736919,5.5134356e-06,0.00015456819,0.9906346,0.00013547226,0.005805663,7.8030134e-05
1.5890391e-05,0.004434542,0.0010307595,0.00023208983,7.405395e-06,0.0005137604,0.98291403,0.00031334686,0.010456567,8.1616e-05
2.1426225e-05,0.010902045,0.0011275278,0.00015615311,7.6967535e-06,0.0011632534,0.9699504,0.0005942768,0.01600057,7.668901e-05
2.0960852e-05,0.014918201,0.0013493818,8.67548e-05,7.50991e-06,0.0018458845,0.9613254,0.0006692591,0.019695794,8.078228e-05
9.279872e-06,0.8385206,0.002106758,0.0006393733,4.688476e-06,0.0020365373,0.14990687,0.00019771201,0.0063579134,0.00022023599
8.209796e-06,0.9883428,0.0020125892,0.00014341049,1.753979e-07,9.017675e-05,0.00032771064,1.2884462e-05,0.0070312214,0.0020308224
2.6062717e-06,0.9951821,0.0007012479,0.00025646077,1.1037916e-07,2.7400018e-05,0.000120085715,4.624128e-06,0.0017645162,0.0019408005
2.211705e-06,0.9970049,0.0004367444,0.00023927762,7.486091e-08,1.9523488e-05,0.00012635719,5.413024e-06,0.00069962326,0.0014657951
1.3347094e-06,0.99791485,0.00020995963,0.0004563202,1.3285012e-07,1.3812055e-05,0.0001301808,2.5571262e-06,0.00024110796,0.0010298115
1.359575e-06,0.9980683,0.00019281523,0.00075127813,8.4351406e-08,2.78912e-05,9.149876e-05,1.7096726e-06,0.00021490284,0.0006501628
3.3653635e-06,0.99033093,0.00059324893,0.007831196,6.7759976e-07,2.2904036e-05,1.4671098e-05,2.8574714e-06,7.914129e-05,0.0011210318
1.7356363e-06,0.9944174,0.0004498969,0.0039509237,2.567036e-07,4.050086e-05,9.777897e-06,3.4999182e-06,5.034475e-05,0.0010756804
1.5424445e-06,0.9894163,0.00071235903,0.0053723855,2.7214313e-07,0.00018503089,7.2419307e-06,6.930474e-06,8.702123e-05,0.0042108214
1.7663194e-06,0.99276114,0.00037319952,0.0028037413,2.5379015e-07,0.0002545507,3.6526426e-06,8.019197e-06,5.894499e-05,0.003734749
2.859817e-06,0.9966974,8.153378e-05,0.0010835873,3.301823e-07,0.00023804254,2.3988068e-06,4.6530786e-06,3.3995817e-05,0.0018553567
3.943615e-06,0.99854004,8.709847e-06,0.00038233728,9.830383e-07,9.0205496e-05,1.7456614e-06,4.7573203e-06,1.8662218e-05,0.00094864727
4.167266e-06,0.99951196,6.70939e-06,0.00023703939,2.6963871e-06,4.1814335e-05,1.2536641e-06,1.8237971e-06,8.5829715e-06,0.00018398974
3.962561e-06,0.99966395,8.132896e-06,0.00016933294,3.9226006e-06,3.3174638e-05,1.4323676e-06,1.777519e-06,8.448603e-06,0.00010589865
6.705304e-06,0.9997781,8.248939e-06,0.00010689514,8.50326e-06,2.5196081e-05,1.7368342e-06,2.7666003e-06,9.718301e-06,5.2188774e-05
4.3016776e-06,0.9996948,1.2362377e-05,0.00012778853,1.2342385e-05,5.973778e-05,2.2921265e-06,2.2540178e-06,1.0873269e-05,7.3257754e-05
4.3458163e-06,0.9994779,3.7680617e-05,0.00020356975,1.9364863e-05,0.00013981367,4.027373e-06,1.5438122e-06,1.1583221e-05,0.000100194855
4.0019227e-06,0.99917454,6.868325e-05,0.00016234638,3.0507847e-05,0.00041934848,5.606532e-06,2.9813625e-06,1.5338452e-05,0.00011656905
3.0240935e-06,0.99742115,0.00016465267,0.00050284684,2.1348244e-05,0.0012712663,7.915969e-06,3.9483616e-06,1.4899512e-05,0.0005889635
