z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
0.016064454,-0.0014014584,-0.009887161,0.00044945194,-0.00053532055,-0.00011285838,0.0073737623,-0.006818494,0.004313148,-0.0043397346,0.008253297,-0.01562724,-0.021597758,-0.018155245,-0.005655172,0.0074906754
0.009691705,0.0029367246,-0.029336262,-0.0010862091,0.006223305,0.018432282,0.011032834,0.019112306,0.009718588,-0.013379671,-0.004737261,-0.007943474,-0.025101336,-0.018665265,0.006173216,0.0013836164
-0.017029732,-0.021572515,0.009010142,-0.016834881,0.024784422,-0.011443391,0.007030134,-0.022767931,-0.005111057,0.021130273,0.005240213,0.029611979,0.0062089483,0.00543937,0.0042072483,0.0040095067
0.026494034,-0.002997054,-0.005657304,-0.009027712,-0.013924152,0.0019937444,0.00911459,0.0077251084,-0.022862336,-0.0126003325,0.011001261,-0.006815001,-0.006892988,-0.015936276,0.015808593,0.0052068112
-0.001199638,0.013645787,0.0043140813,0.0045091505,0.0029258896,-0.00508051,0.018817581,0.0034559385,-0.002706225,0.004677132,-0.0008148189,-0.0022306351,-0.008096202,-0.0023895425,-0.0067144306,0.0148801515
0.018594237,-0.011998899,0.0062530045,-0.012691117,-0.01412406,0.0022150455,0.0014060984,-0.0024161008,0.0065832254,-0.0024613948,-0.010371305,0.010604196,-0.008764056,0.0011315445,-0.0053770104,0.004600975
0.010118692,-0.00924167,0.01049928,-0.013156707,0.0057590264,-0.018427428,0.0045595816,-0.0018238346,0.0019023239,-0.0062166983,-0.016466826,0.00968146,-0.0071978173,-0.002922461,-0.0118056135,0.032470547
0.02063571,-0.009511616,0.011272929,-0.017582797,-0.020075396,0.0032767844,0.009195719,0.013769992,0.006279348,0.0014187782,-0.005784127,-0.007942511,-0.011758804,-0.007111339,0.011737395,-0.0054273857
0.03546072,-0.014797091,-0.01892276,0.004646098,0.0029291296,0.002907653,0.00095775654,-0.015627647,0.0042913915,-0.009656944,0.022630578,-0.010336619,-0.00490209,-0.009324118,-0.0060709305,0.013947137
0.0087374495,0.013259005,-0.01369115,0.02553653,-0.0132101895,0.016188841,-0.0030290498,0.009743225,-0.023719236,0.0052780765,0.004612317,-0.055255182,6.6352084e-05,0.0005287214,0.0029164194,-0.0308217
-0.0085799415,-0.0020766354,0.010577128,-0.020930018,0.0021696212,-0.017767085,0.014546832,-0.0043409057,-0.0017138924,-0.0009452985,-0.01845133,0.020326208,-0.0040515787,-0.018566554,-0.005173666,0.018295411
0.028369755,0.01494014,0.0014940251,-0.008863553,-0.0022594673,-0.015535521,-0.0037578738,0.0018012638,-0.0032177623,0.0064073154,0.008719323,-0.005751088,-0.008342836,-0.0020355282,0.002097265,0.013123509
-0.0011866486,0.00403829,-0.020022405,0.0100681875,-0.0024114489,0.02468891,0.011495319,0.009292182,-0.0026294964,-0.005410715,0.018263465,-0.035368484,-0.011090983,-0.017881284,0.0036508392,-0.0182391
0.03101133,0.009347644,-0.027216809,-0.000974866,-0.0023628199,0.0046252827,-0.011828876,-0.0012486648,0.013712983,-0.0038361165,-0.0068919007,-0.0018131479,-0.0136127435,-0.010754197,0.0016720826,-0.0058630463
-0.020171478,-0.0035870862,0.0033042987,-0.01812488,-0.0064560077,-0.017313942,0.011907824,-0.0067089684,-0.0008440994,-0.007861681,0.004780177,0.021512056,0.011748592,0.008910203,0.0023562177,0.035225
0.010805089,0.011279404,-0.03258939,0.015241015,0.00030148157,0.0063624983,-0.006092856,0.0072466144,-0.0026957218,-0.002584425,-0.0035698004,-0.025570232,-0.026946874,-0.014658274,0.0063139377,-0.006996384
