uri_emb_0,uri_emb_1,uri_emb_2,uri_emb_3,uri_emb_4,uri_emb_5,uri_emb_6,uri_emb_7,uri_emb_8,uri_emb_9,uri_emb_10,uri_emb_11,uri_emb_12,uri_emb_13,uri_emb_14,uri_emb_15,uri_emb_16,uri_emb_17,uri_emb_18,uri_emb_19,uri_emb_20,uri_emb_21,uri_emb_22,uri_emb_23,uri_emb_24,uri_emb_25,uri_emb_26,uri_emb_27,uri_emb_28,uri_emb_29,uri_emb_30,uri_emb_31,uri_emb_32,uri_emb_33,uri_emb_34,uri_emb_35,uri_emb_36,uri_emb_37,uri_emb_38,uri_emb_39,uri_emb_40,uri_emb_41,uri_emb_42,uri_emb_43,uri_emb_44,uri_emb_45,uri_emb_46,uri_emb_47,uri_emb_48,uri_emb_49,uri_emb_50,uri_emb_51,uri_emb_52,uri_emb_53,uri_emb_54,uri_emb_55,uri_emb_56,uri_emb_57,uri_emb_58,uri_emb_59,uri_emb_60,uri_emb_61,uri_emb_62,uri_emb_63
-0.026704006,0.011183932,-0.030462252,-0.0049388926,-0.016490329,-0.053466327,-0.020446822,0.021660347,0.057980567,-0.010607811,-0.0013642563,-0.038330153,0.021153403,-0.042734455,-0.040463194,0.011837982,0.027473668,-0.022363035,0.020270843,-0.029319344,-0.03266564,-0.00477228,-0.06684075,-0.021807916,-0.024559852,0.042443648,-0.0009618828,-0.019992555,-0.012403356,0.028833989,-0.05417464,-0.009205526,0.057087433,-0.019006314,-0.011278392,-0.05541275,-0.047605157,-0.009722638,-0.00956622,-0.012651283,0.022038748,-0.010635413,0.05268271,0.02969935,-0.031179247,0.0025382943,0.017817058,-0.016738119,-0.021270689,0.019717922,-0.067456104,0.0034826542,0.056636844,0.036610425,-0.00017433654,0.057815928,-0.0320964,-0.022594377,0.019122954,0.0030588838,-0.0073783593,0.016888162,0.010214215,-0.0231467
-0.038510572,0.018253583,-0.019631933,-0.05828152,-0.02415398,0.027311642,-0.05238909,-0.01666325,0.0026254323,0.04333002,-0.019547068,-0.026885988,-0.017920947,0.030742198,-0.025706178,-0.008138984,0.046349347,0.011975204,-0.035484415,-0.01942107,-0.009185187,-0.021627635,-0.04094103,-0.008206444,-0.027068196,0.01369953,0.004603049,0.051956236,-0.034424722,0.021970432,-0.010843961,0.026914127,-0.019371647,0.003737228,0.004254692,0.029566452,0.04425578,-0.002842084,0.057118855,-0.024783742,-0.045902263,-0.023177747,-0.044369143,-0.025182515,0.065694384,0.0052729477,-0.017677909,-0.04755117,0.03752855,-0.05036396,0.06453633,-0.0047938563,-0.028794147,-0.024875768,0.008124852,-0.019932145,0.030351484,0.039290644,0.0016957676,-0.039566483,0.003403823,-0.039407242,0.011356587,-0.0130014755
-0.0250997,-0.040274683,-0.05972974,0.006408856,-0.014549678,0.053505834,-0.017535197,-0.063393354,0.01119342,-0.009204115,-0.027700923,0.0005516277,0.03167643,0.0027691224,0.04973017,-0.006384633,0.0334627,-0.04459084,0.0481664,0.017610582,0.052999195,-0.036232937,0.028725093,0.0034347451,0.024626214,-0.057578832,0.030201832,-0.027161947,-0.04089948,0.034445003,-0.06477877,0.054493804,0.018285656,0.0008981899,-0.04375884,0.034348655,0.026171802,0.017189164,0.05400123,0.023863213,-0.038774796,0.0030043246,-0.03222535,-0.03294053,-0.0309799,-0.02264031,0.04777998,-0.0023224766,-0.019451274,-0.059272703,-0.02456988,0.0134204645,0.04366373,0.029925603,0.05389124,0.017605394,-0.059356075,-0.0024769756,-0.046624165,-0.04021809,-0.022607878,-0.0476323,-0.02140063,0.02955309
0.010024187,0.0051833787,0.0041178516,0.02650824,0.009567912,0.06465124,0.016676176,-0.064301826,-0.034620713,-0.05297429,0.002809258,-0.016205141,0.046376567,0.03199761,0.048490357,0.044015087,-0.0045800554,0.06263735,-0.022718156,0.039933592,0.017246157,-0.019174209,-0.027671866,-0.029898405,-0.038588006,-0.021451958,-0.017102066,-0.033209294,0.020202665,0.033654142,-0.0615578,0.022067433,0.011972861,-7.8562094e-05,-0.049894363,-0.0028708177,0.0049880403,-0.051330477,-0.0025830069,0.028488494,0.0537308,0.049530726,-0.042198695,0.03909559,-0.021645641,0.018745359,0.0334774,0.013924567,-0.0036035273,-0.025888022,-0.051493894,0.013011457,0.0038087433,0.020805446,-0.029315408,0.028708547,-0.0050313137,0.005966329,0.015144776,0.051102325,0.006589772,-0.028916376,0.016698174,0.0052046967
-0.055737566,0.062079836,0.055218674,0.032876577,-0.044160377,-0.030698542,-0.03807153,0.002618393,-0.010944397,0.044247463,0.06705957,0.028804371,0.031834476,-0.032653794,0.026090417,-0.019659808,-0.005811926,0.021990601,-0.03444177,0.0061080344,-0.022810137,0.0033506984,0.01822699,-0.020697266,0.022458298,-0.035341084,0.004708811,-0.036297172,0.031269904,0.036756746,0.009175564,0.03092021,0.01673314,0.028094541,-0.0058549545,-0.01538006,-0.006765223,-0.027923314,-0.042946503,-0.06526806,0.032985628,0.01594016,0.0062112035,0.013322954,0.021079022,-0.023558442,-0.005038358,-0.014424098,-0.021094406,-0.019986592,0.021767117,-0.029221287,0.021088524,-0.0019472875,-0.022957105,-0.03103004,-0.067676365,-0.0026810118,0.049335174,0.047409933,-0.05123555,-0.05687617,-0.06064658,-0.00782643
0.028472232,-0.029717008,-0.026656728,0.025888255,-0.03664729,-0.042003382,-0.05853458,0.028037509,-0.0003664774,0.026888255,-0.033426847,0.012262913,0.016860047,-0.06468035,-0.053257458,0.0676494,0.015989775,0.012943576,-0.0003850634,-0.009418347,-0.045710195,0.012636244,-0.023570543,-0.03391132,-0.06144088,-0.05883313,0.02363491,0.0288069,-0.05295099,0.04015616,-0.057230387,0.060405966,0.051182605,-1.774868e-05,0.03816731,-0.055664577,-0.010859298,0.052404583,-0.032330643,0.055947635,0.060049675,-0.066619076,0.00844891,0.0014139251,-0.04955315,-0.0097183585,-0.023462463,0.029664893,-0.055362567,-0.026685538,0.026291996,0.029091403,0.059303258,-0.045345888,0.05918264,0.026769556,-0.014836908,0.032286968,0.049524408,0.021644661,0.042932842,0.0044178255,0.031575426,-0.038615536
-0.0086909905,0.0071466845,0.029900739,-0.027514335,0.036243692,-0.010490246,-0.05132251,0.059294123,-0.013460939,0.020809853,-0.032433223,0.060599245,-0.06691137,-0.0034812745,-0.0323972,-0.022916436,-0.05509784,-0.0031814796,0.0049727648,0.008006381,0.013607677,-0.03514753,-0.0074502565,-0.05098944,0.059011556,-0.02153081,-0.049099278,0.032358702,0.04278354,0.01021285,0.009752357,0.046939388,0.036536478,0.014877216,0.03456638,-0.015572323,0.016115839,-0.04006511,-0.041437246,-0.013339845,0.0192556,-0.008452639,0.020543776,0.024429765,-0.014247642,0.061638147,0.027231779,-0.060288172,-0.032013137,-0.034691583,0.016620832,0.0208761,-0.011410099,0.029428655,0.012894898,0.002420835,0.045048755,-0.024872176,0.035382956,-0.030968228,-0.047861975,-0.060377885,-0.04526184,-0.012806411
0.066657305,0.02538625,-0.0018216942,-0.00080327573,-0.0031898557,0.018653704,0.027036047,-0.056889318,0.029040815,0.041555077,-0.0018641872,0.06615293,0.061330803,0.04439153,0.001635236,-0.04889787,-0.008203872,0.049037173,-0.00034303818,0.0042732805,0.051290795,-0.0071139,0.028591825,-0.040373772,-0.014019502,0.030346207,-0.030094618,-0.008308385,-0.06603253,0.02354532,0.051448975,0.043997046,0.036503334,0.056371305,0.003381501,0.0005375675,-0.06519856,-0.013523957,0.0023019384,-0.003087602,-0.012901652,-0.013132093,-0.01732617,-0.052053455,-0.02792839,-0.028661413,0.022655345,0.021064706,0.021218468,0.03174139,0.039941717,0.061344307,-0.053970285,0.06680229,-0.028565641,0.05368746,-0.012038601,0.03341059,0.018619776,-0.028006634,-0.06588592,0.006065699,-0.04725267,0.014411061
-0.024359517,-0.061362814,0.04865837,0.017025797,0.04227991,-0.016451806,0.009609258,-0.0076552043,-0.021721987,0.057364814,-0.05983686,0.022954581,-0.021066329,0.010866439,-0.015076296,-0.025440076,0.031853743,0.047437526,0.058896955,-0.0085263755,-0.020644033,-0.030917726,0.047741223,0.04396883,-0.021905016,-0.009064489,0.0008201787,0.055200923,0.017982006,0.025805524,-0.022527324,-0.023088284,-0.023288801,-0.014479753,-0.016902385,-0.056096844,-0.014673227,0.026561065,0.014096774,-0.00858497,0.006185737,0.05899494,-0.024248913,0.013346342,-0.0142855,0.04854856,-0.025886651,-0.05537713,0.053328533,0.06606657,-0.0311984,-0.04834418,0.05950041,0.014583496,-0.066318765,0.01898718,0.047988478,-0.0021280576,0.012957625,-0.048803613,0.006205693,0.055461988,-0.060084436,-0.063922904
-0.051828943,0.019256001,-0.026407745,-0.021633476,-0.005350136,0.0066118934,0.04553242,-0.027022442,-0.03153748,0.018936617,-0.03077023,-0.00346483,0.026407562,0.006229396,-0.013492869,0.044123925,-0.041811295,0.005059313,0.013799798,-0.00977581,0.01680863,-0.0147453975,-0.011892558,0.030765945,0.0444676,-0.04570749,0.028574558,-0.0025189,-0.02105376,0.024403585,-0.027777161,-0.05225397,0.006554215,-0.015935175,-0.045522977,-0.021781636,0.022007182,-0.02820926,-0.02382297,0.008068961,0.015696725,0.021609338,0.015187002,-0.00648205,-0.03867371,0.051170744,0.06391824,0.037060816,0.0243798,0.022111028,-0.029796116,-0.01928272,-0.007159838,-0.05919737,-0.040028647,-0.01975847,0.020085094,0.0062170657,-0.064149715,0.042418424,-0.01411464,0.001520338,-0.03293166,0.030481918
-0.02724172,0.018211113,-0.012792772,0.016442811,0.061003987,0.003978635,-0.031912588,-0.04868763,0.028074665,0.007410372,-0.011937334,-0.019280462,-0.02571303,0.020103047,0.037459213,-0.063608706,0.025346672,0.015294426,0.029396594,0.00386204,0.019271258,0.05394907,0.052993614,-0.011460879,-0.032844305,0.008787559,0.031075902,0.03236307,0.014901932,-0.009799741,-0.06273414,-0.05803635,0.06327039,0.026617903,0.046308942,-0.05162457,-0.014033386,-0.043927077,-0.007957142,0.0028680363,0.046632517,-0.006936097,-0.052386705,-0.02239903,-0.03734184,0.019630311,-0.0408363,-0.010890567,0.005671151,-0.053874623,0.04671701,0.041764256,0.009749215,0.0024292911,-0.0011014107,-0.010232901,0.010882472,0.015392594,0.008679166,0.05910671,-0.053212486,-0.017954571,0.056620173,-0.025231443
0.067507185,-0.020815585,0.028827196,0.059789207,-0.04437075,-0.06723718,-0.012504715,-0.017011669,-0.0444482,0.0013084327,-0.027637806,-0.018397216,-0.020997688,0.004981037,0.02638075,0.065037176,0.022560637,-0.01945974,-0.05910556,0.030135749,0.058126155,0.04810955,-0.002134359,0.028152524,0.0057833074,0.04030426,-0.056522597,0.01175445,0.009439463,0.022928074,0.035024118,0.026511008,-0.018795801,0.053672574,-0.024415035,-0.049721472,-0.014579507,-0.004303641,-0.036120947,0.027307136,-0.059593417,-0.026795091,-0.0042248205,0.035080045,-0.009782525,-0.036543764,0.034806523,-0.033260483,0.046875224,-0.027456392,-0.029747572,-0.018640319,-0.055509627,-0.0066695875,-0.015693918,-0.024444751,-0.054378882,-0.036846098,-0.022271425,-0.016119573,0.0024431746,-0.040470902,0.026420642,0.012483967
0.0076307994,0.0315634,0.058011327,0.043618906,0.027253829,-0.0027428837,-0.06386894,-0.029003613,-0.04275428,-0.030303467,-0.008230754,-0.063104086,0.0032837864,-0.013467203,-0.017881101,0.043967012,-0.065632045,0.0017243081,0.06560475,-0.02171473,-0.021722326,0.018010002,0.039311036,-0.041985184,-0.034872428,0.024460323,0.0028092363,-0.0016598955,0.06426214,0.054405022,-0.04399436,0.046896152,-0.056335095,-0.033870596,0.0537101,0.020252451,-0.0030239453,-0.0612528,0.05526072,7.238559e-05,-0.0667674,-0.029064972,0.0524514,0.0016065241,0.061265152,-0.017654764,0.02392611,0.01390524,-0.04278311,-0.023872903,0.004470683,0.028221903,-0.022796812,-0.026570369,0.0005257505,-0.006811307,-0.028437797,-0.0018523792,-0.04956907,0.0019257525,-0.050895922,0.035407994,-0.027067693,0.009932133
0.024184871,0.029305376,-0.018511651,-0.009695822,-0.006289902,-0.04929556,0.03509394,0.0025719844,-0.017361239,0.019277904,-0.044620395,-0.0063465913,-0.049395856,-0.0097739035,-0.020613136,-0.0053412365,-0.054991934,-0.04606382,0.00051617844,-0.006240109,0.02657259,-0.0116023645,-0.019974895,0.039854344,-0.051687136,0.022374418,-0.05377352,-0.028909285,-0.0055640275,0.0030699766,0.06502083,0.0107272,0.01979779,-0.024311822,-0.008824599,0.04349524,-0.017435985,0.011337875,0.013382927,-0.028650237,0.06246789,-0.033868354,-0.02183192,-0.014026126,0.027699675,9.9668774e-05,0.015000406,-0.031466767,0.025505606,-0.028744241,-0.056782532,0.013761405,0.048463248,-0.02612244,-0.013852135,-0.008280938,0.057171337,0.04474797,-0.025788164,0.0018285481,-0.03445458,-0.025531514,0.029015599,-0.012572573
-0.04884531,-0.028920352,0.02867745,-0.008811977,0.033933785,0.051228978,-0.033899114,0.050149065,0.0050713243,0.06680992,-0.027170507,-0.017226685,0.0361392,-0.017346773,0.008341759,0.020815255,0.048571303,0.05266611,0.0011107443,0.021263499,0.034347765,0.019189885,-0.060917553,0.059437644,0.042780336,-0.063174866,0.06619086,0.059259918,0.048138667,-0.021203345,0.009059627,-0.024654284,0.024759298,-0.007954381,-0.05258158,-0.02016054,-0.033409882,-0.0207572,-0.045049,-0.044312973,-0.008255216,0.011262104,0.008411078,-0.01718855,0.048230197,0.012447078,-0.066215195,0.013625981,0.013545197,0.026087258,0.034136526,0.033082683,-0.056869093,-0.048837874,-0.017847467,-0.014803922,-0.036345307,0.022634625,0.010500874,0.050806284,0.041117676,-0.011773383,0.044654787,-0.016454026
0.04368506,-0.026202511,0.0010660787,0.043719508,0.052142795,-0.02392139,-0.019184254,0.058135055,0.040791888,0.0013154031,-0.032740865,-0.06561156,-0.03137247,-0.012732962,-0.013823032,0.023882518,-0.030339591,-0.022079611,0.014175626,-0.06463456,0.043766066,-0.021548845,-0.03079003,0.063221775,0.044995587,0.019987864,0.007603237,-0.03794223,-0.021202484,0.009280984,0.02400517,-0.012877933,0.03342267,0.02168771,0.04862562,0.030959526,-0.014142029,-0.014463412,0.044366717,0.06494826,-0.040177252,0.06617748,-0.009193504,0.025721127,-0.048348982,-0.02466638,-0.023628565,0.060494173,-0.007980369,0.044769708,-0.0010139724,0.06349245,-0.016311238,0.027772987,-0.014151418,-0.049241435,-0.0101160575,0.03693422,-0.013736105,-0.022829153,0.008803875,-0.048894487,-0.051383674,0.027584618
-0.0011033035,0.012196355,0.049903147,0.014175653,-0.03997365,0.0033448816,-0.0029650966,0.028373355,0.006035403,0.030818032,0.008898074,-0.03220517,-0.033248436,-0.0061308425,0.053154904,0.01712721,0.065743126,-0.056770135,0.06164546,0.030423047,-0.0050446982,0.0011908805,-0.008775971,-0.027573887,0.017845193,0.062376685,-0.0044850563,0.0056113782,-0.035673853,0.033019472,-0.0075840834,-0.06764269,-0.030385358,0.04352217,0.059673343,0.049808454,-0.031771615,-0.03629373,0.0137680005,-0.04919265,-0.016227845,-0.018059824,0.032305766,-0.015758062,0.016525002,0.019505363,0.05765983,0.004650585,-0.01622925,0.059128307,0.061009966,0.04700724,0.041425437,0.045693923,0.014626774,-0.0051605646,0.056284312,0.03598979,0.019359563,0.009455071,0.028194899,-0.043098867,-0.062487505,0.042479917
0.015280035,-0.031617936,-0.022999926,0.0030353046,-0.024227062,0.038429953,-0.019040054,-0.0030626988,-0.017629135,0.007326145,0.033576284,0.053552955,-0.018620811,-0.009485408,-0.013771923,0.0617424,-0.0248778,-0.011545036,-0.061689418,-0.042446602,0.014419098,-0.0539989,0.047837976,-0.027453817,0.02770141,0.046060354,-0.030521667,0.005429154,0.0052215694,0.011711516,-0.029962324,0.0124708945,0.04341397,0.013135872,-0.059409667,-0.008691318,-0.026341058,0.035710055,0.0217483,-0.008077357,-0.036897846,-0.029375028,0.019624671,-0.023794563,0.028583424,-0.017440233,-0.018030668,0.009072281,-0.054023452,-0.02946835,-0.053261053,-0.016380847,-0.009528502,0.006467829,0.0036351187,-0.03915737,0.054000102,0.04646529,0.029075751,0.0026537394,-0.016282948,-0.060399465,-0.03582979,0.009369763
-0.04529956,0.0021268488,0.036191896,0.0067721307,0.017027743,0.023318127,0.028432013,-0.03813863,0.061766848,-0.017457634,-0.02210681,0.05747928,0.03740674,0.014684886,0.0030270554,-0.027390426,0.01085717,0.0063845487,0.023294466,0.021630352,-0.023819095,0.027187105,0.026878905,-0.060752828,0.019986968,0.009564259,-0.057089426,0.045512512,0.029049873,0.05722382,0.014880626,0.03343621,0.017888745,-0.036120903,0.061277114,-0.016743738,0.030309638,0.057384014,0.02697621,0.055282775,-0.03149917,-0.006541041,0.034566224,0.0004714632,-0.034315243,-0.02526566,-0.00673147,0.037240587,-0.003012305,-0.006120322,-0.062318116,0.018367521,-0.0077222483,0.005480719,-0.052975252,0.016804233,0.015392514,0.020753374,0.015583397,-0.053948883,0.008814677,-0.046257712,0.065309845,0.042790506
-0.004291002,-0.023342418,0.03480493,0.014785751,0.03693186,0.055779736,-0.004486429,-0.038374085,-0.03375146,0.029665167,-0.031576354,0.025391323,-0.024057167,0.01951676,0.05880929,-0.005774607,-0.059743293,0.029747026,-0.043498762,0.064279035,-0.031784967,-0.026479362,0.009310756,-0.0079809455,0.014747189,0.045593094,-0.021770505,0.027359102,-0.037532065,0.027638718,-0.0029906442,-0.025709039,0.025257457,-0.012987132,-0.03597729,0.02189716,-0.0616458,0.04724535,0.0037172923,-0.05134339,0.0091883615,0.020615194,0.043097414,0.06112747,-0.04417077,-0.027822042,0.053135265,0.021546358,-0.033943158,0.013632336,0.06130707,-0.010547077,0.02867488,-0.013945727,0.037627023,0.031397685,0.022678278,0.019852713,0.0143111,0.063811384,0.059354763,0.019585457,0.0069307173,0.048549633
0.019828677,0.05505987,0.03111363,0.046858333,-0.034714572,-0.029157136,-0.0325893,-0.030814702,0.055534057,-0.008460897,-0.032555625,-0.057852164,-0.0317663,-0.0144466385,0.029059643,0.0106352875,0.030926637,-0.04110376,-0.0667701,-0.025889056,0.029635897,0.015781244,0.03039362,-0.018570703,0.010100615,0.029697841,-0.059151165,-0.014322684,-3.869424e-05,-0.01595644,-0.06371808,0.01710208,0.01662526,0.0012786798,0.05102925,0.010153377,-0.02710824,0.0063072653,0.012584325,-0.05713374,0.016980028,0.018374462,0.0071648257,0.0051736115,0.031067139,-0.030101148,-0.027966367,0.014497257,0.04333014,-0.0537662,0.006659801,-0.036076065,0.053418823,-0.0306318,-0.061364587,-0.010131416,-0.044912398,0.006596035,0.0454306,0.03870277,-0.037673645,0.008704954,0.06608145,0.035311848
0.0023315516,0.021261934,-0.0096616745,0.040002946,0.044155926,-0.01769644,-0.026155882,0.02766268,0.010683907,0.0024770168,0.014743018,0.047056124,-0.04429809,-0.03623499,0.018102128,0.035189062,-0.024758112,0.013708791,-0.012149413,-0.009738184,0.033678476,-0.014316373,0.01311324,0.054000836,0.0035083736,-0.006618014,-0.03149283,-0.041494936,0.024815809,-0.051019352,0.025508488,-0.015669739,-0.016011672,0.038382865,0.00796908,-0.06656922,0.025376976,0.06546827,0.046998233,0.055003718,0.014242231,-0.034326985,-0.009085435,-0.041183457,-0.036489587,0.019968336,0.0074903076,-0.03025087,-0.030797523,0.06669316,-0.03932354,0.010502487,-0.014017272,-0.030027525,0.0343469,0.034024615,-0.018368129,-0.013514883,-0.043955803,0.02134157,-0.027523072,0.010706065,0.020203622,0.019409727
0.017253427,-0.006566198,0.008875191,0.05620571,-0.0011114129,-0.002957986,0.056852356,0.022257706,-0.01095255,0.001149355,0.009224786,-0.005695118,-0.025391428,0.061263803,-0.043827865,0.019486122,-0.023229722,-0.03221736,-0.05324961,-0.041766852,-0.024038132,0.041022994,0.04086659,0.040031184,0.017323144,0.021297388,0.01660582,-0.033303138,-0.024732776,0.012727758,0.008757876,-0.0047237915,-0.056238603,-0.04058291,0.018221553,0.017712515,0.043630905,0.019637821,0.029328398,-0.056226507,0.016767278,0.022060158,0.006590763,0.04132295,0.0059353327,-0.023535078,0.060756862,0.016093768,-0.0165807,0.03121537,0.023332704,0.028815225,-0.04479726,0.017276235,-0.05430817,-0.033494607,-0.043110557,-0.035244334,0.06003563,0.062193267,-0.059812672,0.029672623,-0.01333593,-0.0042252596
-0.022573126,-0.022264224,0.049498707,-0.019233512,0.03667868,0.020583244,-0.011252488,-0.031636965,0.03288956,-0.030857561,-0.06509732,-0.05706731,-0.024219831,-0.026579937,0.01538522,-0.046239678,0.033378858,0.039859094,-0.014569057,-0.05205048,0.024953892,0.02743227,-0.034091756,0.003862614,0.06444359,0.04363382,-0.03702505,0.02782596,-0.030700294,0.0068487455,0.00291685,0.0059978645,-0.009082251,0.031870253,0.06361813,-0.0033692722,-0.0116846,0.0025444399,-0.051712573,-0.02803454,-0.0604652,0.022552956,0.031304006,0.035524465,0.033718653,0.053848494,-0.006591829,0.050010145,0.030808644,-0.006729512,0.008501454,0.0076162647,-0.044610582,0.063694745,0.015126511,0.063024074,0.0053679906,0.017050784,0.0069788005,-0.03334635,-0.06461049,0.006447075,-0.028154742,-0.008700369
0.021261068,-0.0035238026,-0.054794442,-0.05205763,-0.06218015,-0.013130442,-0.0326213,-0.032709893,0.022312561,-0.012277169,-0.027011534,0.0085377395,0.0084447935,0.042287055,0.045288656,0.009247346,-0.059775088,-0.015804974,0.026340524,-0.039677843,-0.049614575,-0.03353054,0.037218772,-0.0014034414,0.03141717,0.006719468,-0.027934525,0.0056423806,0.013157085,-0.055923346,-0.009266786,-0.0016081276,0.0011046558,-0.06518468,0.036105793,-0.0077833715,0.027616099,-0.0007342451,-0.022999749,-0.0065674023,0.0264646,0.03540566,-0.030166458,0.011973372,-0.026487714,0.033643246,0.031265166,0.028297435,0.063426875,-0.048122015,-0.042789236,0.022371102,-0.0015707109,0.057800874,0.022957155,0.01134248,0.018053202,-0.009208857,0.0037169582,0.05864671,0.025607476,0.02008966,0.003724819,-0.050093625
