backdoor,ddos,dos,injection,mitm,normal,password,ransomware,scanning,xss
NaN,0.0022326335,0.00028930404,2.8918777e-05,0.0006448565,0.0025000295,0.0019202925,NaN,0.99212414,0.00025970468
NaN,0.0022319625,0.00029094797,2.8916389e-05,0.00064268825,0.0024816564,0.0018984751,NaN,0.9921633,0.00026203512
NaN,0.0022323509,0.00029251035,2.8911507e-05,0.0006405954,0.002465175,0.0018777524,NaN,0.99219817,0.00026451677
NaN,0.0022332892,0.0002939999,2.8902135e-05,0.0006385799,0.0024499516,0.0018577921,NaN,0.9922305,0.00026712715
NaN,0.0022343956,0.00029541753,2.888706e-05,0.00063665706,0.002435645,0.0018384722,NaN,0.99226063,0.00026983628
NaN,0.0022353085,0.00029676355,2.886519e-05,0.00063484174,0.0024219737,0.0018197211,NaN,0.99228984,0.00027260953
NaN,0.0022352634,0.00029806895,2.883397e-05,0.000633113,0.002407912,0.0018009755,NaN,0.99232036,0.00027541956
NaN,0.0022343618,0.00029931133,2.8794e-05,0.00063153694,0.002393954,0.0017827991,NaN,0.9923511,0.0002782233
NaN,0.0022325164,0.00030048855,2.874396e-05,0.00063015724,0.0023800964,0.0017654992,NaN,0.9923815,0.00028097487
NaN,0.0022293814,0.00030162738,2.8680886e-05,0.0006289838,0.0023656273,0.0017489581,NaN,0.9924132,0.00028363577
NaN,0.0033555066,0.00028435898,3.3945682e-05,0.00061828824,0.0040723984,0.0027293516,NaN,0.98855674,0.00034940918
NaN,0.004844962,0.00028942054,4.537942e-05,0.00061321224,0.006976276,0.0042360295,NaN,0.9825446,0.0004502846
NaN,0.0061370144,0.0003100521,6.407439e-05,0.00063694594,0.010794168,0.006120459,NaN,0.97540265,0.00053459656
NaN,0.0071167704,0.00035698674,0.00010057563,0.0006797022,0.015744241,0.008306703,NaN,0.96707255,0.0006224436
NaN,0.00783432,0.00045211852,0.00017953155,0.00076712656,0.022216247,0.010834585,NaN,0.95699036,0.0007256709
NaN,0.008457067,0.00064055866,0.0003675869,0.0009402448,0.030876901,0.013835045,NaN,0.94402075,0.00086191366
NaN,0.009263966,0.0010160285,0.0008485848,0.0012719514,0.043075327,0.017684001,NaN,0.9257815,0.0010586664
NaN,0.010229333,0.0018071581,0.0021819025,0.0019075547,0.059431173,0.02236403,NaN,0.9007292,0.0013497035
NaN,0.011651593,0.0035402859,0.0059884475,0.0031543933,0.0820805,0.028584873,NaN,0.8632025,0.0017973577
NaN,0.013964571,0.0072826818,0.0164108,0.0055831894,0.11514308,0.03788901,NaN,0.80124295,0.002483657
NaN,0.016876388,0.015015622,0.0427006,0.010140523,0.15740335,0.050164998,NaN,0.70423967,0.0034588284
NaN,0.019091131,0.029609237,0.10035547,0.017901408,0.19439083,0.06149719,NaN,0.5725001,0.0046546767
NaN,0.01996631,0.050942972,0.19301881,0.02837909,0.21462028,0.069218874,NaN,0.41815594,0.0056976574
NaN,0.018564288,0.07602669,0.30455694,0.039812066,0.20506248,0.0686046,NaN,0.28107575,0.006297187
NaN,0.015959604,0.09991198,0.4036648,0.05012024,0.17820796,0.062357698,NaN,0.1833443,0.0064334776
