backdoor,ddos,dos,injection,mitm,normal,password,ransomware,scanning,xss
9.2150236e-05,2.5631923e-06,9.341892e-09,2.9824541e-06,9.04588e-08,1.4371796e-05,1.8794647e-06,1.3935423e-06,0.99968433,0.00020028387
9.106098e-05,2.5581733e-06,9.332013e-09,2.9635673e-06,9.0143146e-08,1.46588845e-05,1.8828996e-06,1.4010121e-06,0.99968684,0.00019847631
9.034704e-05,2.5614456e-06,9.326634e-09,3.0121623e-06,9.017904e-08,1.4757105e-05,1.905975e-06,1.3834826e-06,0.99968636,0.00019957499
9.065857e-05,2.5149143e-06,9.472039e-09,2.8899622e-06,8.8204665e-08,1.4915422e-05,1.8508018e-06,1.4208196e-06,0.9996915,0.00019406783
8.3683764e-05,2.4176509e-06,9.689635e-09,2.6338882e-06,8.1423934e-08,1.5776464e-05,1.8377317e-06,1.5537909e-06,0.99970657,0.00018533011
9.054809e-05,2.543284e-06,9.3697725e-09,2.9986734e-06,9.166774e-08,1.5027307e-05,1.8835124e-06,1.3940952e-06,0.99968517,0.00020024183
9.0358495e-05,2.5311497e-06,9.319788e-09,2.9932507e-06,9.168689e-08,1.4761044e-05,1.9009592e-06,1.3769893e-06,0.99968815,0.00019785066
9.020629e-05,2.5318818e-06,9.3329e-09,2.954198e-06,9.084665e-08,1.4792106e-05,1.8856662e-06,1.399735e-06,0.9996903,0.00019581833
8.1553124e-05,2.5547952e-06,1.1061709e-08,3.085944e-06,7.944298e-08,1.9328712e-05,1.84183e-06,1.4203381e-06,0.9996568,0.00023329211
7.759752e-05,2.6418945e-06,1.2690134e-08,2.9784603e-06,7.010889e-08,2.4465555e-05,1.7034722e-06,1.3325758e-06,0.9996537,0.00023556506
4.4402634e-05,1.4360764e-06,1.7348787e-08,1.5410213e-06,3.636089e-08,1.06124835e-05,2.8164325e-06,7.8430054e-07,0.99984753,9.078659e-05
4.30658e-05,8.5502035e-07,2.7416416e-08,1.5709936e-06,2.8840487e-08,6.9423327e-06,5.743246e-06,5.084903e-07,0.99987483,6.652323e-05
4.5459554e-05,6.9099934e-07,4.207038e-08,1.7791142e-06,2.599416e-08,5.661681e-06,8.927014e-06,4.3165855e-07,0.9998752,6.184539e-05
5.2209623e-05,6.8084444e-07,5.2590735e-08,2.0120149e-06,2.3999803e-08,5.68397e-06,1.1212897e-05,4.4535918e-07,0.999858,6.96041e-05
6.314037e-05,8.0828636e-07,5.576389e-08,2.3351056e-06,2.1260588e-08,6.9481403e-06,1.2238241e-05,5.2639155e-07,0.9998203,9.36752e-05
0.00010407521,1.2683632e-06,5.3593844e-08,2.8518773e-06,1.8673784e-08,1.0384773e-05,1.3153083e-05,7.169923e-07,0.99972266,0.0001448186
0.00018938337,2.1963426e-06,5.2071158e-08,3.0843112e-06,2.0588995e-08,1.9739622e-05,1.4474783e-05,1.1716219e-06,0.9995653,0.00020465822
0.0004608773,6.40143e-06,1.7308672e-07,6.310732e-06,1.43500145e-08,0.00022265155,2.4590494e-05,3.0356478e-06,0.9987477,0.0005282649
