backdoor,ddos,dos,injection,mitm,normal,password,ransomware,scanning,xss
NaN,0.0022326335,0.00028930404,2.8918777e-05,0.0006448565,0.0025000295,0.0019202925,NaN,0.99212414,0.00025970468
NaN,0.0022319625,0.00029094797,2.8916389e-05,0.00064268825,0.0024816564,0.0018984751,NaN,0.9921633,0.00026203512
NaN,0.0022323509,0.00029251035,2.8911507e-05,0.0006405954,0.002465175,0.0018777524,NaN,0.99219817,0.00026451677
NaN,0.0022332892,0.0002939999,2.8902135e-05,0.0006385799,0.0024499516,0.0018577921,NaN,0.9922305,0.00026712715
NaN,0.0022343956,0.00029541753,2.888706e-05,0.00063665706,0.002435645,0.0018384722,NaN,0.99226063,0.00026983628
NaN,0.0022353085,0.00029676355,2.886519e-05,0.00063484174,0.0024219737,0.0018197211,NaN,0.99228984,0.00027260953
NaN,0.0022352634,0.00029806895,2.883397e-05,0.000633113,0.002407912,0.0018009755,NaN,0.99232036,0.00027541956
NaN,0.0022343618,0.00029931133,2.8794e-05,0.00063153694,0.002393954,0.0017827991,NaN,0.9923511,0.0002782233
NaN,0.0022325164,0.00030048855,2.874396e-05,0.00063015724,0.0023800964,0.0017654992,NaN,0.9923815,0.00028097487
NaN,0.0022293814,0.00030162738,2.8680886e-05,0.0006289838,0.0023656273,0.0017489581,NaN,0.9924132,0.00028363577
NaN,0.0033555066,0.00028435898,3.3945682e-05,0.00061828824,0.0040723984,0.0027293516,NaN,0.98855674,0.00034940918
NaN,0.0047631967,0.0002856769,4.358004e-05,0.0006310761,0.0068082707,0.004222583,NaN,0.98281753,0.00042804098
NaN,0.0061275186,0.00030348075,6.1081606e-05,0.0006554934,0.010684458,0.006190797,NaN,0.975469,0.0005081832
NaN,0.007220435,0.00034661626,9.50863e-05,0.0007000005,0.015828604,0.008554234,NaN,0.9666618,0.0005931315
NaN,0.008031883,0.00043526708,0.00016824901,0.00078855286,0.022594221,0.011314782,NaN,0.95597357,0.0006935307
NaN,0.008688633,0.00061188935,0.00034206617,0.00096153177,0.03155739,0.014541666,NaN,0.9424707,0.0008260221
NaN,0.009463298,0.00096534,0.0007871376,0.0012913774,0.043943014,0.01855371,NaN,0.92397887,0.0010172721
NaN,0.009834176,0.0017368014,0.0020890397,0.0017982513,0.05721789,0.021630613,NaN,0.9043366,0.0013565572
NaN,0.010915215,0.0034154805,0.00576841,0.0029568204,0.077246346,0.026713917,NaN,0.8711669,0.0018168999
NaN,0.0128411865,0.0070376205,0.015878133,0.005211332,0.10653777,0.034431607,NaN,0.8155395,0.002522956
NaN,0.01539772,0.014529291,0.0414927,0.009452146,0.14471337,0.04490235,NaN,0.7259775,0.0035349324
NaN,0.017469808,0.02872512,0.098122075,0.016726136,0.17955908,0.054952264,NaN,0.59965014,0.004795417
NaN,0.0184717,0.0496755,0.19044626,0.026683388,0.20084713,0.06243019,NaN,0.4455193,0.005926543
NaN,0.017409164,0.074487925,0.30315477,0.037694458,0.19487867,0.062760696,NaN,0.30301964,0.006594728
NaN,0.01515242,0.09820607,0.4044086,0.047746856,0.17161253,0.05789488,NaN,0.19823205,0.0067465706
